month,path,count
2015-06,groove/5.5.1,2
2015-06,groove/5.5.2,44
2015-06,groove/5.5.3,21
2015-07,groove-docs,24
2015-07,groove-samples,5
2015-07,groove/3.3.0,1
2015-07,groove/4.0.2,5
2015-07,groove/5.5.3,60
2015-08,groove-docs,1
2015-08,groove-samples,45
2015-08,groove/3.2.0,1
2015-08,groove/3.2.2,1
2015-08,groove/4.3.1,6
2015-08,groove/4.6.0,1
2015-08,groove/5.5.1,9
2015-08,groove/5.5.2,9
2015-08,groove/5.5.3,82
2015-08,groove/5.5.4,24
2015-09,groove-docs,1
2015-09,groove-samples,8
2015-09,groove/5.5.4,27
2015-10,README.md,2
2015-10,groove-docs,2
2015-10,groove-samples,5
2015-10,groove/1.1.2,4
2015-10,groove/1.2.0,3
2015-10,groove/1.4.0,3
2015-10,groove/1.4.1,3
2015-10,groove/1.4.2,3
2015-10,groove/1.6.0,3
2015-10,groove/1.8.0,3
2015-10,groove/2.0.0,3
2015-10,groove/2.0.2,3
2015-10,groove/2.0.3,3
2015-10,groove/3.0.0,3
2015-10,groove/3.0.1,3
2015-10,groove/3.1.1,3
2015-10,groove/3.2.0,3
2015-10,groove/3.2.1,3
2015-10,groove/3.2.2,3
2015-10,groove/3.3.0,3
2015-10,groove/3.3.1,3
2015-10,groove/4.0.0,3
2015-10,groove/4.0.1,3
2015-10,groove/4.0.2,3
2015-10,groove/4.1.0,3
2015-10,groove/4.10.0,2
2015-10,groove/4.3.0,3
2015-10,groove/4.3.1,3
2015-10,groove/4.4.0,3
2015-10,groove/4.4.1,3
2015-10,groove/4.4.2,3
2015-10,groove/4.4.3,3
2015-10,groove/4.4.4,3
2015-10,groove/4.4.5,3
2015-10,groove/4.5.0,3
2015-10,groove/4.6.0,3
2015-10,groove/4.7.1,3
2015-10,groove/4.8.1,3
2015-10,groove/4.8.2,3
2015-10,groove/4.8.3,3
2015-10,groove/4.8.4,3
2015-10,groove/4.8.5,3
2015-10,groove/4.8.6,3
2015-10,groove/4.8.7,3
2015-10,groove/4.9.0,2
2015-10,groove/4.9.1,2
2015-10,groove/4.9.2,2
2015-10,groove/5.0.1,3
2015-10,groove/5.1.2,3
2015-10,groove/5.2.0,3
2015-10,groove/5.2.1,3
2015-10,groove/5.2.2,3
2015-10,groove/5.2.3,3
2015-10,groove/5.2.4,3
2015-10,groove/5.3.0,3
2015-10,groove/5.3.1,3
2015-10,groove/5.3.3,3
2015-10,groove/5.3.5,3
2015-10,groove/5.3.6,3
2015-10,groove/5.4.0,3
2015-10,groove/5.5.0,4
2015-10,groove/5.5.1,3
2015-10,groove/5.5.2,3
2015-10,groove/5.5.3,4
2015-10,groove/5.5.4,41
2015-10,groove/README.md,1
2015-11,groove-docs,16
2015-11,groove-samples,19
2015-11,groove/1.0.0,2
2015-11,groove/1.1.1,2
2015-11,groove/1.2.0,1
2015-11,groove/1.4.1,1
2015-11,groove/1.6.0,1
2015-11,groove/1.8.0,2
2015-11,groove/2.0.2,2
2015-11,groove/2.0.3,1
2015-11,groove/3.0.1,1
2015-11,groove/3.1.1,1
2015-11,groove/3.2.0,2
2015-11,groove/3.2.1,1
2015-11,groove/3.2.2,1
2015-11,groove/3.3.0,2
2015-11,groove/4.0.1,1
2015-11,groove/4.0.2,3
2015-11,groove/4.3.0,2
2015-11,groove/4.4.3,2
2015-11,groove/4.4.5,1
2015-11,groove/4.5.1,1
2015-11,groove/4.7.1,2
2015-11,groove/4.8.3,3
2015-11,groove/4.9.2,1
2015-11,groove/5.0.1,2
2015-11,groove/5.2.2,3
2015-11,groove/5.5.3,1
2015-11,groove/5.5.4,10
2015-11,groove/5.5.5,7
2015-11,groove/README.md,2
2015-12,groove-samples,4
2015-12,groove/5.5.5,14
2016-01,groove-docs,15
2016-01,groove-samples,10
2016-01,groove/3.0.0,1
2016-01,groove/4.8.7,2
2016-01,groove/4.9.3,1
2016-01,groove/5.5.5,4
2016-02,README.md,3
2016-02,groove-docs,1
2016-02,groove-samples,4
2016-02,groove/1.1.2,2
2016-02,groove/1.4.1,3
2016-02,groove/1.4.2,3
2016-02,groove/2.0.3,3
2016-02,groove/3.0.0,3
2016-02,groove/3.1.1,3
2016-02,groove/3.2.0,3
2016-02,groove/3.2.2,3
2016-02,groove/3.3.0,3
2016-02,groove/4.0.2,2
2016-02,groove/4.1.0,1
2016-02,groove/4.2.0,3
2016-02,groove/4.3.0,3
2016-02,groove/4.5.0,1
2016-02,groove/4.7.1,3
2016-02,groove/4.8.7,3
2016-02,groove/4.9.0,2
2016-02,groove/4.9.2,2
2016-02,groove/4.9.3,3
2016-02,groove/5.5.5,9
2016-03,groove-docs,7
2016-03,groove-samples,12
2016-03,groove/4.7.1,2
2016-03,groove/5.4.0,1
2016-03,groove/5.5.2,6
2016-03,groove/5.5.3,5
2016-03,groove/5.5.4,4
2016-03,groove/5.5.5,8
2016-04,README.md,1
2016-04,groove-docs,4
2016-04,groove-samples,3
2016-04,groove/4.5.0,2
2016-04,groove/5.5.5,1
2016-05,README.md,1
2016-05,groove-docs,2
2016-05,groove-samples,6
2016-05,groove/4.0.2,1
2016-05,groove/4.5.0,1
2016-05,groove/5.5.5,7
2016-06,README.md,1
2016-06,groove-docs,8
2016-06,groove-samples,13
2016-06,groove/5.5.5,9
2016-07,groove-docs,8
2016-07,groove-samples,10
2016-07,groove/1.6.0,1
2016-07,groove/3.2.1,1
2016-07,groove/4.0.2,2
2016-07,groove/4.5.0,3
2016-07,groove/5.3.6,1
2016-07,groove/5.5.3,3
2016-07,groove/5.5.4,3
2016-07,groove/5.5.5,8
2016-07,groove/5.5.6,17
2016-08,groove-docs,5
2016-08,groove-samples,3
2016-08,groove/4.7.1,5
2016-08,groove/4.8.1,1
2016-08,groove/5.5.4,2
2016-08,groove/5.5.5,1
2016-08,groove/5.5.6,25
2016-09,README.md,1
2016-09,groove-docs,1
2016-09,groove-samples,18
2016-09,groove/4.0.2,1
2016-09,groove/4.7.1,1
2016-09,groove/4.8.1,1
2016-09,groove/4.8.7,12
2016-09,groove/4.9.3,1
2016-09,groove/5.5.4,1
2016-09,groove/5.5.6,88
2016-10,groove-docs,1
2016-10,groove-samples,98
2016-10,groove/3.0.1,3
2016-10,groove/4.3.1,1
2016-10,groove/4.7.1,2
2016-10,groove/5.0.1,3
2016-10,groove/5.5.4,3
2016-10,groove/5.5.5,2
2016-10,groove/5.5.6,28
2016-10,groove/5.5.7,6
2016-11,groove-docs,4
2016-11,groove-samples,27
2016-11,groove/4.2.0,1
2016-11,groove/5.5.4,1
2016-11,groove/5.5.6,16
2016-11,groove/5.5.7,128
2016-12,README.md,1
2016-12,groove-samples,9
2016-12,groove/4.7.1,2
2016-12,groove/5.5.7,68
2017-01,groove-docs,6
2017-01,groove-samples,3
2017-01,groove/0.2.4,3
2017-01,groove/1.0.0,3
2017-01,groove/1.1.0,3
2017-01,groove/1.1.1,4
2017-01,groove/1.1.2,2
2017-01,groove/1.2.0,2
2017-01,groove/4.7.1,1
2017-01,groove/5.5.5,1
2017-01,groove/5.5.6,1
2017-01,groove/5.5.7,19
2017-02,groove-docs,1
2017-02,groove-samples,5
2017-02,groove/1.4.2,1
2017-02,groove/4.8.7,5
2017-02,groove/5.5.7,25
2017-02,groove/5.5.8,49
2017-03,groove-docs,1
2017-03,groove-samples,1
2017-03,groove/1.0.0,2
2017-03,groove/4.7.1,2
2017-03,groove/5.5.8,30
2017-04,groove-docs,3
2017-04,groove-samples,6
2017-04,groove/4.0.2,4
2017-04,groove/4.7.1,1
2017-04,groove/5.5.8,29
2017-04,groove/5.6.0,1
2017-05,groove-docs,2
2017-05,groove-samples,24
2017-05,groove/3.3.1,1
2017-05,groove/4.7.1,1
2017-05,groove/5.5.8,15
2017-05,groove/5.6.0,11
2017-05,groove/5.7.0,278
2017-06,groove-docs,4
2017-06,groove-samples,10
2017-06,groove/5.7.0,87
2017-06,groove/5.7.1,6
2017-07,groove-docs,2
2017-07,groove-samples,14
2017-07,groove/4.0.1,2
2017-07,groove/4.0.2,1
2017-07,groove/5.5.6,1
2017-07,groove/5.6.0,6
2017-07,groove/5.7.0,18
2017-07,groove/5.7.1,23
2017-08,README.md,1
2017-08,groove-docs,1
2017-08,groove-samples,2
2017-08,groove/0.2.4,4
2017-08,groove/1.0.0,4
2017-08,groove/1.1.0,4
2017-08,groove/1.1.1,4
2017-08,groove/1.1.2,4
2017-08,groove/1.2.0,3
2017-08,groove/1.4.0,3
2017-08,groove/1.4.1,3
2017-08,groove/1.4.2,3
2017-08,groove/1.6.0,3
2017-08,groove/1.8.0,3
2017-08,groove/2.0.0,3
2017-08,groove/2.0.2,3
2017-08,groove/2.0.3,3
2017-08,groove/3.0.0,3
2017-08,groove/3.0.1,3
2017-08,groove/3.1.1,3
2017-08,groove/3.2.0,3
2017-08,groove/3.2.1,3
2017-08,groove/3.2.2,3
2017-08,groove/3.3.0,3
2017-08,groove/3.3.1,3
2017-08,groove/4.0.0,3
2017-08,groove/4.0.1,3
2017-08,groove/4.0.2,3
2017-08,groove/4.1.0,3
2017-08,groove/4.10.0,3
2017-08,groove/4.2.0,3
2017-08,groove/4.3.0,3
2017-08,groove/4.3.1,3
2017-08,groove/4.4.0,3
2017-08,groove/4.4.1,3
2017-08,groove/4.4.2,3
2017-08,groove/4.4.3,3
2017-08,groove/4.4.4,3
2017-08,groove/4.4.5,3
2017-08,groove/4.5.0,3
2017-08,groove/4.5.1,3
2017-08,groove/4.5.2,3
2017-08,groove/4.6.0,3
2017-08,groove/4.7.1,2
2017-08,groove/4.8.1,3
2017-08,groove/4.8.2,3
2017-08,groove/4.8.3,3
2017-08,groove/4.8.4,3
2017-08,groove/4.8.5,3
2017-08,groove/4.8.6,3
2017-08,groove/4.8.7,3
2017-08,groove/4.9.0,2
2017-08,groove/4.9.1,2
2017-08,groove/4.9.2,2
2017-08,groove/4.9.3,3
2017-08,groove/4.9.4,3
2017-08,groove/5.0.1,3
2017-08,groove/5.1.2,3
2017-08,groove/5.2.0,3
2017-08,groove/5.2.1,3
2017-08,groove/5.2.2,3
2017-08,groove/5.2.3,3
2017-08,groove/5.2.4,3
2017-08,groove/5.3.0,3
2017-08,groove/5.3.1,12
2017-08,groove/5.3.3,18
2017-08,groove/5.3.5,18
2017-08,groove/5.3.6,13
2017-08,groove/5.4.0,3
2017-08,groove/5.5.0,3
2017-08,groove/5.5.1,3
2017-08,groove/5.5.2,3
2017-08,groove/5.5.3,3
2017-08,groove/5.5.4,3
2017-08,groove/5.5.5,2
2017-08,groove/5.5.6,3
2017-08,groove/5.5.7,6
2017-08,groove/5.5.8,3
2017-08,groove/5.6.0,2
2017-08,groove/5.7.0,2
2017-08,groove/5.7.1,25
2017-08,groove/5.7.2,2
2017-08,groove/README.md,1
2017-09,groove-samples,5
2017-09,groove/5.7.1,1
2017-09,groove/5.7.2,22
2017-10,README.md,1
2017-10,groove-docs,4
2017-10,groove-samples,12
2017-10,groove/4.8.7,1
2017-10,groove/5.6.0,1
2017-10,groove/5.7.0,6
2017-10,groove/5.7.2,59
2017-10,groove/README.md,1
2017-11,groove-samples,1
2017-11,groove/5.7.2,46
2017-12,groove-docs,1
2017-12,groove-samples,3
2017-12,groove/5.7.2,28
2018-01,groove-docs,3
2018-01,groove-samples,8
2018-01,groove/4.7.1,1
2018-01,groove/5.5.2,3
2018-01,groove/5.7.2,37
2018-02,README.md,1
2018-02,groove-docs,6
2018-02,groove-samples,5
2018-02,groove/5.7.2,35
2018-03,README.md,1
2018-03,groove-docs,7
2018-03,groove-samples,114
2018-03,groove/0.2.4,4
2018-03,groove/1.0.0,4
2018-03,groove/1.1.0,4
2018-03,groove/1.1.1,4
2018-03,groove/1.1.2,4
2018-03,groove/1.2.0,3
2018-03,groove/1.4.0,3
2018-03,groove/1.4.1,3
2018-03,groove/1.4.2,3
2018-03,groove/1.6.0,3
2018-03,groove/1.8.0,3
2018-03,groove/2.0.0,3
2018-03,groove/2.0.2,3
2018-03,groove/2.0.3,3
2018-03,groove/3.0.0,3
2018-03,groove/3.0.1,3
2018-03,groove/3.1.1,3
2018-03,groove/3.2.0,3
2018-03,groove/3.2.1,3
2018-03,groove/3.2.2,3
2018-03,groove/3.3.0,3
2018-03,groove/3.3.1,3
2018-03,groove/4.0.0,3
2018-03,groove/4.0.1,4
2018-03,groove/4.0.2,3
2018-03,groove/4.1.0,3
2018-03,groove/4.10.0,3
2018-03,groove/4.2.0,3
2018-03,groove/4.3.0,3
2018-03,groove/4.3.1,3
2018-03,groove/4.4.0,3
2018-03,groove/4.4.1,3
2018-03,groove/4.4.2,3
2018-03,groove/4.4.3,3
2018-03,groove/4.4.4,3
2018-03,groove/4.4.5,3
2018-03,groove/4.5.0,3
2018-03,groove/4.5.1,3
2018-03,groove/4.5.2,3
2018-03,groove/4.6.0,3
2018-03,groove/4.7.1,3
2018-03,groove/4.8.1,3
2018-03,groove/4.8.2,3
2018-03,groove/4.8.3,3
2018-03,groove/4.8.4,3
2018-03,groove/4.8.5,3
2018-03,groove/4.8.6,3
2018-03,groove/4.8.7,3
2018-03,groove/4.9.0,2
2018-03,groove/4.9.1,2
2018-03,groove/4.9.2,2
2018-03,groove/4.9.3,3
2018-03,groove/4.9.4,3
2018-03,groove/5.0.1,3
2018-03,groove/5.1.2,3
2018-03,groove/5.2.0,3
2018-03,groove/5.2.1,3
2018-03,groove/5.2.2,3
2018-03,groove/5.2.3,3
2018-03,groove/5.2.4,3
2018-03,groove/5.3.0,3
2018-03,groove/5.3.1,3
2018-03,groove/5.3.3,3
2018-03,groove/5.3.5,3
2018-03,groove/5.3.6,3
2018-03,groove/5.4.0,3
2018-03,groove/5.5.0,3
2018-03,groove/5.5.1,3
2018-03,groove/5.5.2,3
2018-03,groove/5.5.3,3
2018-03,groove/5.5.4,5
2018-03,groove/5.5.5,3
2018-03,groove/5.5.6,3
2018-03,groove/5.5.7,3
2018-03,groove/5.5.8,3
2018-03,groove/5.6.0,2
2018-03,groove/5.7.0,3
2018-03,groove/5.7.1,3
2018-03,groove/5.7.2,46
2018-03,groove/README.md,3
2018-04,groove-docs,1
2018-04,groove-samples,6
2018-04,groove/5.7.2,10
2018-04,groove/5.7.3,10
2018-05,README.md,2
2018-05,groove-samples,8
2018-05,groove/5.7.2,1
2018-05,groove/5.7.3,27
2018-06,groove-docs,6
2018-06,groove-samples,17
2018-06,groove/5.5.7,2
2018-06,groove/5.7.2,2
2018-06,groove/5.7.3,1
2018-06,groove/5.7.4,57
2018-07,groove-docs,1
2018-07,groove-samples,1
2018-07,groove/5.7.4,25
2018-08,groove-samples,2
2018-08,groove/5.7.4,33
2018-09,groove-samples,12
2018-09,groove/5.7.4,89
2018-10,groove-docs,5
2018-10,groove-samples,1
2018-10,groove/5.7.4,20
2018-11,groove-docs,8
2018-11,groove-samples,30
2018-11,groove/4.10.0,1
2018-11,groove/4.8.6,1
2018-11,groove/5.7.4,101
2018-12,README.md,1
2018-12,groove-docs,1
2018-12,groove-samples,3
2018-12,groove/5.7.4,38
2019-01,README.md,1
2019-01,groove-docs,5
2019-01,groove-samples,53
2019-01,groove/0.2.4,3
2019-01,groove/1.0.0,1
2019-01,groove/1.1.0,4
2019-01,groove/1.1.1,3
2019-01,groove/1.1.2,3
2019-01,groove/1.2.0,1
2019-01,groove/1.4.0,2
2019-01,groove/1.4.1,2
2019-01,groove/1.4.2,2
2019-01,groove/1.6.0,1
2019-01,groove/1.8.0,2
2019-01,groove/2.0.0,2
2019-01,groove/2.0.2,2
2019-01,groove/3.0.1,2
2019-01,groove/3.1.1,2
2019-01,groove/3.2.0,2
2019-01,groove/3.2.1,3
2019-01,groove/3.2.2,3
2019-01,groove/3.3.0,2
2019-01,groove/3.3.1,3
2019-01,groove/4.0.0,2
2019-01,groove/4.0.1,2
2019-01,groove/4.0.2,1
2019-01,groove/4.1.0,2
2019-01,groove/4.10.0,1
2019-01,groove/4.2.0,1
2019-01,groove/4.3.0,3
2019-01,groove/4.3.1,2
2019-01,groove/4.4.0,1
2019-01,groove/4.4.1,3
2019-01,groove/4.4.2,2
2019-01,groove/4.4.3,2
2019-01,groove/4.4.4,3
2019-01,groove/4.4.5,2
2019-01,groove/4.5.0,1
2019-01,groove/4.5.1,3
2019-01,groove/4.5.2,2
2019-01,groove/4.6.0,2
2019-01,groove/4.7.1,2
2019-01,groove/4.8.1,2
2019-01,groove/4.8.2,2
2019-01,groove/4.8.3,3
2019-01,groove/4.8.4,2
2019-01,groove/4.8.6,3
2019-01,groove/4.9.0,2
2019-01,groove/4.9.1,2
2019-01,groove/4.9.2,1
2019-01,groove/4.9.3,3
2019-01,groove/4.9.4,1
2019-01,groove/5.0.1,1
2019-01,groove/5.1.2,1
2019-01,groove/5.2.0,3
2019-01,groove/5.2.1,3
2019-01,groove/5.2.3,2
2019-01,groove/5.2.4,3
2019-01,groove/5.3.0,2
2019-01,groove/5.3.1,1
2019-01,groove/5.3.3,1
2019-01,groove/5.3.5,2
2019-01,groove/5.3.6,1
2019-01,groove/5.4.0,2
2019-01,groove/5.5.1,2
2019-01,groove/5.5.2,1
2019-01,groove/5.5.4,2
2019-01,groove/5.5.5,1
2019-01,groove/5.5.6,3
2019-01,groove/5.5.7,2
2019-01,groove/5.5.8,2
2019-01,groove/5.7.1,2
2019-01,groove/5.7.4,15
2019-01,groove/README.md,1
2019-02,groove-docs,1
2019-02,groove-samples,28
2019-02,groove/1.4.1,1
2019-02,groove/1.6.0,2
2019-02,groove/2.0.2,1
2019-02,groove/2.0.3,1
2019-02,groove/3.0.1,2
2019-02,groove/4.1.0,1
2019-02,groove/4.10.0,1
2019-02,groove/4.2.0,1
2019-02,groove/4.4.2,1
2019-02,groove/4.5.0,1
2019-02,groove/4.6.0,1
2019-02,groove/4.7.1,1
2019-02,groove/4.8.7,1
2019-02,groove/4.9.4,1
2019-02,groove/5.2.3,1
2019-02,groove/5.3.1,1
2019-02,groove/5.3.3,1
2019-02,groove/5.3.5,1
2019-02,groove/5.3.6,1
2019-02,groove/5.4.0,2
2019-02,groove/5.5.0,1
2019-02,groove/5.5.1,1
2019-02,groove/5.5.2,1
2019-02,groove/5.5.5,1
2019-02,groove/5.5.7,1
2019-02,groove/5.6.0,1
2019-02,groove/5.7.0,1
2019-02,groove/5.7.1,1
2019-02,groove/5.7.3,1
2019-02,groove/5.7.4,27
2019-03,groove-samples,1
2019-03,groove/3.3.1,1
2019-03,groove/4.7.1,1
2019-03,groove/5.7.4,15
2019-04,groove-docs,2
2019-04,groove-samples,4
2019-04,groove/5.7.3,1
2019-04,groove/5.7.4,48
2019-05,README.md,1
2019-05,groove-docs,2
2019-05,groove-samples,5
2019-05,groove/1.8.0,1
2019-05,groove/5.7.3,1
2019-05,groove/5.7.4,37
2019-06,README.md,1
2019-06,groove-docs,8
2019-06,groove-samples,5
2019-06,groove/4.8.7,1
2019-06,groove/5.7.4,116
2019-07,groove-docs,23
2019-07,groove-samples,5
2019-07,groove/5.7.4,59
2019-08,groove-docs,2
2019-08,groove-samples,8
2019-08,groove/4.7.1,1
2019-08,groove/4.8.7,1
2019-08,groove/5.7.4,39
2019-09,README.md,1
2019-09,groove-samples,5
2019-09,groove/5.7.2,2
2019-09,groove/5.7.3,3
2019-09,groove/5.7.4,43
2019-10,groove-docs,7
2019-10,groove-samples,107
2019-10,groove/4.9.3,1
2019-10,groove/5.2.4,1
2019-10,groove/5.3.6,1
2019-10,groove/5.7.2,1
2019-10,groove/5.7.3,1
2019-10,groove/5.7.4,26
2019-11,README.md,2
2019-11,groove-docs,5
2019-11,groove-samples,84
2019-11,groove/4.7.1,1
2019-11,groove/4.8.1,2
2019-11,groove/5.7.0,1
2019-11,groove/5.7.2,6
2019-11,groove/5.7.3,2
2019-11,groove/5.7.4,55
2019-11,groove/README.md,1
2019-12,groove-samples,1
2019-12,groove/5.5.8,1
2019-12,groove/5.6.0,1
2019-12,groove/5.7.0,1
2019-12,groove/5.7.1,1
2019-12,groove/5.7.2,1
2019-12,groove/5.7.3,1
2019-12,groove/5.7.4,21
2020-01,README.md,1
2020-01,groove-docs,3
2020-01,groove-samples,3
2020-01,groove/1.4.2,1
2020-01,groove/4.7.1,1
2020-01,groove/5.7.4,28
2020-02,groove-docs,2
2020-02,groove-samples,4
2020-02,groove/4.0.2,1
2020-02,groove/5.7.3,1
2020-02,groove/5.7.4,27
2020-03,groove-docs,2
2020-03,groove/5.7.4,13
2020-04,README.md,1
2020-04,groove/5.2.1,17
2020-04,groove/5.3.3,1
2020-04,groove/5.7.4,59
2020-05,groove-samples,1
2020-05,groove/4.7.1,1
2020-05,groove/5.7.4,24
2020-06,groove-samples,1
2020-06,groove/1.4.1,1
2020-06,groove/5.7.4,8
2020-07,README.md,1
2020-07,groove-docs,1
2020-07,groove-samples,6
2020-07,groove/5.7.1,1
2020-07,groove/5.7.4,12
2020-08,groove-docs,7
2020-08,groove-samples,3
2020-08,groove/1.0.0,1
2020-08,groove/4.8.7,2
2020-08,groove/5.5.4,1
2020-08,groove/5.5.8,1
2020-08,groove/5.7.2,17
2020-08,groove/5.7.3,3
2020-08,groove/5.7.4,70
2020-09,groove-samples,1
2020-09,groove/5.7.4,16
2020-10,README.md,2
2020-10,groove-docs,1
2020-10,groove-samples,11
2020-10,groove/1.8.0,1
2020-10,groove/5.7.3,3
2020-10,groove/5.7.4,105
2020-11,groove-samples,75
2020-11,groove/0.2.4,1
2020-11,groove/1.0.0,4
2020-11,groove/1.1.0,3
2020-11,groove/1.1.1,2
2020-11,groove/1.1.2,1
2020-11,groove/1.2.0,3
2020-11,groove/1.4.0,1
2020-11,groove/1.4.1,6
2020-11,groove/1.4.2,2
2020-11,groove/1.6.0,3
2020-11,groove/1.8.0,3
2020-11,groove/2.0.0,3
2020-11,groove/2.0.2,1
2020-11,groove/2.0.3,3
2020-11,groove/3.0.0,1
2020-11,groove/3.0.1,8
2020-11,groove/3.1.1,3
2020-11,groove/3.2.0,2
2020-11,groove/3.2.1,1
2020-11,groove/3.2.2,1
2020-11,groove/3.3.0,1
2020-11,groove/3.3.1,2
2020-11,groove/4.0.0,1
2020-11,groove/4.0.1,3
2020-11,groove/4.0.2,1
2020-11,groove/4.1.0,3
2020-11,groove/4.10.0,1
2020-11,groove/4.3.0,2
2020-11,groove/4.3.1,2
2020-11,groove/4.4.0,2
2020-11,groove/4.4.1,2
2020-11,groove/4.4.2,3
2020-11,groove/4.4.3,2
2020-11,groove/4.4.4,4
2020-11,groove/4.4.5,8
2020-11,groove/4.5.0,1
2020-11,groove/4.5.1,1
2020-11,groove/4.6.0,1
2020-11,groove/4.7.1,8
2020-11,groove/4.8.1,1
2020-11,groove/4.8.2,1
2020-11,groove/4.8.3,2
2020-11,groove/4.8.4,2
2020-11,groove/4.8.5,1
2020-11,groove/4.8.6,3
2020-11,groove/4.8.7,2
2020-11,groove/4.9.1,2
2020-11,groove/4.9.2,1
2020-11,groove/4.9.4,6
2020-11,groove/5.0.1,4
2020-11,groove/5.1.2,3
2020-11,groove/5.2.0,2
2020-11,groove/5.2.1,1
2020-11,groove/5.2.2,8
2020-11,groove/5.2.3,1
2020-11,groove/5.2.4,1
2020-11,groove/5.3.0,7
2020-11,groove/5.3.1,2
2020-11,groove/5.3.3,4
2020-11,groove/5.3.5,1
2020-11,groove/5.3.6,3
2020-11,groove/5.4.0,2
2020-11,groove/5.5.0,2
2020-11,groove/5.5.1,2
2020-11,groove/5.5.2,1
2020-11,groove/5.5.3,1
2020-11,groove/5.5.4,1
2020-11,groove/5.5.5,2
2020-11,groove/5.5.6,2
2020-11,groove/5.5.7,1
2020-11,groove/5.5.8,4
2020-11,groove/5.6.0,2
2020-11,groove/5.7.0,6
2020-11,groove/5.7.1,2
2020-11,groove/5.7.2,7
2020-11,groove/5.7.3,1
2020-11,groove/5.7.4,27
2020-12,README.md,2
2020-12,groove-docs,1
2020-12,groove-samples,25
2020-12,groove/1.1.0,4
2020-12,groove/1.1.1,1
2020-12,groove/2.0.0,1
2020-12,groove/2.0.3,1
2020-12,groove/3.0.0,6
2020-12,groove/3.3.1,3
2020-12,groove/4.10.0,4
2020-12,groove/4.3.0,1
2020-12,groove/4.4.0,1
2020-12,groove/4.4.4,1
2020-12,groove/4.4.5,1
2020-12,groove/4.8.1,1
2020-12,groove/4.8.7,1
2020-12,groove/5.0.1,1
2020-12,groove/5.3.5,1
2020-12,groove/5.5.0,1
2020-12,groove/5.5.7,5
2020-12,groove/5.7.1,5
2020-12,groove/5.7.2,16
2020-12,groove/5.7.3,4
2020-12,groove/5.7.4,57
2021-01,groove-docs,4
2021-01,groove-samples,5
2021-01,groove/4.2.0,1
2021-01,groove/5.7.3,1
2021-01,groove/5.7.4,38
2021-02,README.md,1
2021-02,groove-docs,1
2021-02,groove-samples,6
2021-02,groove/5.7.4,30
2021-03,README.md,1
2021-03,groove-samples,8
2021-03,groove/4.8.7,3
2021-03,groove/5.7.2,2
2021-03,groove/5.7.4,35
2021-04,README.md,1
2021-04,groove-docs,5
2021-04,groove-samples,5
2021-04,groove/5.7.4,47
2021-05,groove-samples,2
2021-05,groove/5.7.4,16
2021-06,groove-docs,2
2021-06,groove-samples,4
2021-06,groove/1.8.0,3
2021-06,groove/5.7.4,4
2021-06,groove/5.8.0,11
2021-07,README.md,1
2021-07,groove-samples,4
2021-07,groove/5.7.0,2
2021-07,groove/5.7.2,2
2021-07,groove/5.7.4,4
2021-07,groove/5.8.0,18
2021-07,groove/5.8.1,23
2021-08,groove-samples,4
2021-08,groove/5.7.1,1
2021-08,groove/5.7.2,1
2021-08,groove/5.8.0,4
2021-08,groove/5.8.1,12
2021-09,groove-samples,6
2021-09,groove/5.7.3,1
2021-09,groove/5.7.4,1
2021-09,groove/5.8.0,1
2021-09,groove/5.8.1,41
2021-10,groove-docs,1
2021-10,groove-samples,2
2021-10,groove/5.8.1,14
2021-11,README.md,1
2021-11,groove-docs,2
2021-11,groove-samples,36
2021-11,groove/4.10.0,1
2021-11,groove/5.7.4,1
2021-11,groove/5.8.1,82
2021-12,README.md,2
2021-12,groove-samples,4
2021-12,groove/4.7.1,1
2021-12,groove/5.7.4,2
2021-12,groove/5.8.0,3
2021-12,groove/5.8.1,40
2022-01,groove-docs,2
2022-01,groove-samples,2
2022-01,groove/5.8.1,13
2022-02,groove-docs,2
2022-02,groove-samples,4
2022-02,groove/5.8.1,13
2022-03,groove-samples,4
2022-03,groove/5.7.3,1
2022-03,groove/5.7.4,5
2022-03,groove/5.8.0,1
2022-03,groove/5.8.1,11
2022-04,README.md,2
2022-04,groove-docs,1
2022-04,groove-samples,4
2022-04,groove/3.3.1,1
2022-04,groove/5.7.4,2
2022-04,groove/5.8.1,31
2022-05,groove-samples,1
2022-05,groove/5.8.1,15
2022-06,README.md,1
2022-06,groove-docs,5
2022-06,groove-samples,6
2022-06,groove/5.8.1,40
2022-06,groove/README.md,1
2022-07,groove-samples,4
2022-07,groove/5.8.1,9
2022-08,README.md,1
2022-08,groove/5.8.1,6
2022-09,groove-samples,1
2022-09,groove/5.8.1,19
2022-10,groove-samples,1
2022-10,groove/4.7.1,1
2022-10,groove/5.8.1,3
2022-10,groove/6.0.0,10
2022-11,groove-docs,1
2022-11,groove-samples,2
2022-11,groove/5.8.1,1
2022-11,groove/6.0.0,51
2022-12,groove-samples,7
2022-12,groove/5.8.1,4
2022-12,groove/6.0.0,25
2023-01,README.md,1
2023-01,groove-samples,3
2023-01,groove/4.0.0,1
2023-01,groove/5.0.1,1
2023-01,groove/5.8.1,3
2023-01,groove/6.0.0,13
2023-02,groove-samples,1
2023-02,groove/5.6.0,1
2023-02,groove/5.7.4,1
2023-02,groove/5.8.1,5
2023-02,groove/6.0.0,18
2023-03,groove-samples,4
2023-03,groove/1.1.1,1
